# Time-averaged data for fix info
# TimeStep v_temp v_ke v_pe v_etotal v_vol
44500 399.299 8.15492 -303.479 -295.324 24252.1
44600 385.234 7.86767 -304.021 -296.153 24252.1
44700 363.997 7.43395 -304.455 -297.021 24252.1
44800 358.679 7.32534 -304.531 -297.205 24252.1
44900 367.972 7.51512 -304.416 -296.901 24252.1
45000 388.298 7.93025 -303.737 -295.807 24252.1
45100 408.536 8.34358 -303.617 -295.274 24252.1
45200 385.589 7.87492 -304.007 -296.132 24252.1
45300 367.801 7.51164 -304.264 -296.753 24252.1
45400 361.389 7.38069 -304.262 -296.882 24252.1
45500 360.862 7.36993 -304.225 -296.855 24252.1
45600 377.04 7.70033 -304.118 -296.418 24252.1
45700 388.809 7.9407 -303.76 -295.819 24252.1
45800 388.683 7.93812 -303.926 -295.988 24252.1
45900 359.111 7.33416 -304.533 -297.198 24252.1
46000 349.185 7.13144 -304.694 -297.562 24252.1
46100 365.097 7.45641 -304.74 -297.284 24252.1
46200 375.981 7.6787 -304.247 -296.569 24252.1
46300 402.514 8.22059 -303.626 -295.406 24252.1
46400 396.557 8.09893 -303.684 -295.585 24252.1
46500 358.913 7.33012 -304.403 -297.073 24252.1
46600 358.373 7.31909 -304.614 -297.295 24252.1
46700 355.69 7.26429 -304.446 -297.181 24252.1
46800 365.714 7.46902 -304.195 -296.726 24252.1
46900 382.654 7.81498 -303.843 -296.028 24252.1
47000 383.463 7.83151 -303.776 -295.945 24252.1
47100 361.498 7.3829 -304.49 -297.107 24252.1
47200 343.698 7.01939 -304.819 -297.799 24252.1
47300 349.376 7.13535 -304.599 -297.464 24252.1
47400 372.411 7.60579 -304.195 -296.59 24252.1
47500 375.669 7.67232 -304.023 -296.351 24252.1
47600 372.151 7.60048 -304.299 -296.698 24252.1
47700 361.815 7.38939 -304.463 -297.074 24252.1
47800 354.719 7.24446 -304.534 -297.29 24252.1
47900 360.703 7.36667 -304.647 -297.28 24252.1
48000 363.911 7.43219 -304.373 -296.941 24252.1
48100 380.31 7.7671 -304.12 -296.353 24252.1
48200 378.72 7.73464 -304.102 -296.367 24252.1
48300 351.87 7.18629 -304.522 -297.336 24252.1
48400 345.838 7.06308 -304.923 -297.86 24252.1
48500 348.48 7.11704 -304.698 -297.581 24252.1
48600 366.736 7.48989 -304.285 -296.795 24252.1
48700 397.505 8.11829 -303.659 -295.541 24252.1
48800 402.146 8.21306 -303.397 -295.184 24252.1
48900 367.825 7.51212 -304.365 -296.852 24252.1
49000 348.169 7.11069 -304.594 -297.483 24252.1
49100 346.827 7.08329 -304.737 -297.653 24252.1
49200 356.007 7.27077 -304.737 -297.467 24252.1
49300 360.379 7.36005 -304.471 -297.111 24252.1
49400 373.305 7.62405 -304.339 -296.715 24252.1
49500 366.687 7.48888 -304.146 -296.657 24252.1
49600 355.914 7.26888 -304.802 -297.533 24252.1
49700 335.626 6.85452 -305.039 -298.184 24252.1
49800 336.13 6.86482 -304.873 -298.008 24252.1
49900 357.97 7.31085 -304.411 -297.1 24252.1
50000 367.308 7.50157 -304.172 -296.67 24252.1
50100 365.838 7.47154 -304.424 -296.952 24252.1
50200 351.798 7.18482 -304.718 -297.533 24252.1
50300 337.397 6.8907 -304.927 -298.036 24252.1
50400 335.61 6.8542 -305.123 -298.269 24252.1
50500 337.998 6.90298 -305.013 -298.111 24252.1
50600 353.86 7.22691 -304.474 -297.247 24252.1
50700 373.836 7.6349 -304.305 -296.67 24252.1
50800 364.038 7.43479 -304.487 -297.052 24252.1
50900 340.802 6.96024 -304.921 -297.961 24252.1
51000 338.891 6.92121 -305.058 -298.137 24252.1
51100 342.583 6.99662 -304.741 -297.744 24252.1
